"mailgrp" "appeal" "ward" "voted98" "mailings"
"7010" 0 3 27 1 0
"7011" 0 2 20 0 0
"7012" 0 2 14 0 0
"7013" 0 2 23 0 0
"7015" 1 3 26 0 1
"7016" 0 3 8 1 0
"7018" 1 1 13 1 2
"7019" 0 3 28 0 0
"7020" 0 3 18 1 0
"7021" 0 1 19 1 0
"7022" 0 3 18 1 0
"7024" 1 3 26 1 1
"7025" 1 2 28 1 2
"7026" 1 2 26 0 1
"7027" 1 3 30 0 1
"7028" 0 2 12 1 0
"7029" 1 1 16 1 2
"7030" 1 2 26 1 2
"7033" 1 3 28 1 3
"7034" 1 2 9 1 2
"7036" 1 3 18 1 3
"7037" 0 2 14 0 0
"7038" 0 2 27 1 0
"7039" 0 2 20 1 0
"7040" 0 3 6 1 0
"7041" 0 1 28 1 0
"7042" 0 2 27 1 0
"7043" 1 2 26 1 1
"7044" 1 1 6 1 1
"7045" 0 1 18 1 0
"7046" 1 3 27 1 1
"7048" 1 2 3 1 3
"7049" 1 2 10 0 3
"7050" 1 2 20 0 1
"7051" 1 2 18 1 1
"7052" 0 2 13 0 0
"7053" 0 1 17 1 0
"7054" 1 2 18 1 3
"7056" 0 2 9 0 0
"7057" 0 3 8 1 0
"7058" 0 2 13 0 0
"7060" 0 3 26 0 0
"7062" 1 2 13 1 1
"7063" 0 2 15 0 0
"7065" 0 1 21 0 0
"7066" 0 3 19 1 0
"7067" 0 2 20 1 0
"7068" 1 2 27 1 3
"7070" 0 3 15 0 0
"7073" 0 3 18 0 0
"7074" 0 3 4 0 0
"7075" 1 2 25 0 2
"7076" 0 1 23 1 0
"7077" 0 2 19 1 0
"7078" 1 2 16 1 1
"7079" 1 1 18 1 1
"7080" 1 1 13 1 1
"7081" 1 1 10 0 1
"7082" 1 1 27 0 2
"7083" 0 2 18 1 0
"7084" 1 2 13 0 1
"7085" 0 2 12 1 0
"7086" 0 2 14 0 0
"7087" 0 1 14 0 0
"7089" 1 1 15 0 3
"7090" 0 2 17 0 0
"7091" 1 3 11 1 3
"7092" 0 2 17 1 0
"7094" 0 1 17 1 0
"7096" 0 3 17 0 0
"7097" 1 3 18 0 2
"7098" 0 1 18 1 0
"7099" 1 2 4 1 2
"7100" 0 2 27 1 0
"7101" 1 3 17 1 2
"7102" 0 1 13 1 0
"7103" 0 1 25 1 0
"7104" 0 2 4 0 0
"7105" 0 1 26 0 0
"7106" 1 1 6 1 1
"7107" 1 2 12 1 3
"7108" 1 3 15 1 3
"7109" 0 3 17 0 0
"7110" 0 2 17 1 0
"7111" 0 1 10 0 0
"7112" 1 1 8 1 3
"7113" 1 2 18 1 3
"7114" 0 3 9 0 0
"7115" 1 1 17 1 1
"7117" 0 1 28 0 0
"7118" 1 1 30 1 2
"7119" 0 1 11 0 0
"7121" 1 2 26 0 2
"7122" 0 1 2 0 0
"7123" 0 2 17 0 0
"7124" 0 1 23 0 0
"7125" 1 3 4 0 1
"7126" 1 1 21 0 1
"7127" 1 2 19 1 3
"7128" 0 1 5 1 0
"7129" 1 3 14 1 2
"7130" 1 1 6 1 1
"7131" 0 2 24 1 0
"7133" 0 3 27 1 0
"7134" 1 3 18 1 2
"7135" 1 2 27 1 3
"7136" 1 2 28 1 2
"7137" 0 2 2 1 0
"7138" 1 1 14 1 1
"7139" 0 1 10 0 0
"7140" 0 2 26 1 0
"7141" 0 3 30 1 0
"7142" 0 3 22 0 0
"7143" 0 1 26 1 0
"7144" 1 1 22 1 2
"7145" 0 3 22 1 0
"7146" 1 2 9 1 3
"7147" 1 3 21 0 1
"7148" 0 3 30 1 0
"7150" 1 2 26 1 2
"7151" 1 1 20 1 3
"7152" 0 2 30 0 0
"7153" 0 3 7 1 0
"7154" 1 3 24 0 3
"7155" 1 1 2 0 2
"7158" 1 2 26 0 2
"7159" 0 3 26 1 0
"7160" 1 2 26 0 2
"7161" 1 3 28 0 3
"7162" 0 1 12 1 0
"7163" 0 3 22 0 0
"7165" 0 3 11 1 0
"7166" 1 3 28 1 2
"7167" 0 3 26 1 0
"7168" 0 2 2 1 0
"7169" 1 3 30 0 2
"7170" 1 3 19 1 3
"7171" 0 1 25 1 0
"7172" 0 3 28 1 0
"7174" 0 1 28 0 0
"7175" 0 2 25 1 0
"7179" 1 2 9 0 2
"7180" 0 3 10 1 0
"7181" 0 2 23 1 0
"7182" 0 2 18 0 0
"7183" 1 2 27 1 3
"7185" 1 1 20 1 1
"7186" 0 3 30 0 0
"7187" 1 2 25 0 2
"7188" 0 3 8 1 0
"7189" 1 3 7 0 3
"7190" 0 3 19 0 0
"7191" 0 3 15 1 0
"7192" 0 1 13 1 0
"7193" 0 3 4 0 0
"7194" 0 3 18 0 0
"7195" 1 1 5 0 2
"7196" 1 2 4 1 2
"7197" 0 1 20 0 0
"7198" 0 1 27 1 0
"7199" 1 1 30 0 2
"7200" 0 2 27 1 0
"7201" 1 1 29 0 1
"7202" 0 1 14 0 0
"7203" 1 1 8 1 2
"7204" 1 2 28 1 3
"7205" 1 1 12 0 3
"7206" 1 1 17 1 2
"7207" 1 3 20 0 2
"7208" 1 2 7 1 3
"7209" 1 3 10 1 1
"7210" 0 3 21 1 0
"7211" 0 3 19 0 0
"7212" 1 2 19 1 3
"7213" 0 1 27 0 0
"7214" 0 3 2 0 0
"7215" 0 2 13 0 0
"7216" 1 1 30 1 1
"7217" 1 2 7 0 3
"7218" 1 1 25 0 3
"7220" 1 1 29 0 2
"7221" 0 3 28 1 0
"7222" 0 3 13 1 0
"7223" 0 2 27 1 0
"7226" 1 3 24 0 3
"7227" 1 2 30 1 2
"7228" 0 1 2 1 0
"7229" 1 2 14 0 1
"7230" 0 1 8 0 0
"7231" 0 2 30 1 0
"7232" 0 1 10 1 0
"7233" 0 1 11 0 0
"7235" 1 1 25 1 3
"7236" 0 2 26 1 0
"7237" 0 2 12 0 0
"7238" 0 3 19 1 0
"7239" 1 3 19 1 2
"7242" 0 3 12 1 0
"7244" 1 1 21 0 1
"7246" 0 2 28 0 0
"7247" 1 3 19 1 1
"7248" 0 2 15 1 0
"7249" 0 2 21 0 0
"7251" 1 1 30 0 3
"7252" 1 3 20 0 3
"7253" 0 3 12 0 0
"7254" 0 1 27 0 0
"7256" 0 2 13 0 0
"7257" 1 2 29 0 1
"7258" 1 3 2 1 3
"7261" 0 2 18 1 0
"7262" 0 1 30 0 0
"7264" 1 3 25 0 2
"7265" 1 2 9 1 3
"7266" 0 3 24 0 0
"7267" 0 1 20 0 0
"7268" 0 1 18 1 0
"7270" 1 3 20 1 1
"7271" 0 2 27 1 0
"7272" 0 2 25 1 0
"7273" 0 3 16 0 0
"7274" 1 3 19 1 1
"7275" 1 1 27 0 3
"7276" 1 2 9 0 1
"7277" 0 3 17 1 0
"7278" 0 2 9 1 0
"7279" 1 1 13 1 2
"7280" 0 2 20 1 0
"7281" 0 3 21 0 0
"7282" 0 3 20 1 0
"7283" 0 1 23 0 0
"7285" 1 2 22 0 1
"7286" 0 3 20 1 0
"7287" 1 3 18 1 1
"7288" 1 2 11 0 3
"7289" 0 2 26 1 0
"7290" 0 3 17 1 0
"7291" 0 3 25 1 0
"7292" 1 1 26 0 2
"7293" 0 1 24 1 0
"7294" 0 2 18 1 0
"7295" 0 1 13 0 0
"7296" 0 3 28 1 0
"7297" 1 1 26 1 2
"7298" 0 2 18 0 0
"7299" 0 1 27 0 0
"7300" 1 2 4 0 2
"7301" 0 2 13 0 0
"7302" 0 3 25 1 0
"7303" 1 1 15 1 2
"7304" 1 1 20 0 2
"7305" 1 1 24 0 3
"7306" 1 2 26 0 1
"7307" 1 2 6 1 3
"7309" 1 2 19 0 3
"7310" 1 3 18 1 3
"7311" 1 2 6 0 3
"7312" 1 2 25 1 2
"7313" 1 2 8 0 3
"7314" 1 2 7 1 2
"7315" 1 1 15 0 3
"7316" 1 2 18 1 1
"7317" 1 2 7 0 3
"7319" 1 2 15 1 1
"7321" 1 1 3 0 3
"7322" 1 3 22 1 1
"7324" 1 3 30 0 1
"7325" 1 2 4 0 3
"7326" 1 2 7 0 1
"7327" 1 2 2 0 2
"7328" 1 3 27 0 1
"7329" 1 2 10 1 3
"7330" 1 3 3 0 2
"7331" 1 2 7 1 3
"7334" 1 3 8 1 3
"7336" 1 1 18 1 1
"7337" 1 1 17 0 3
"7338" 1 3 13 1 2
"7341" 1 3 25 0 3
"7343" 1 1 13 0 3
"7345" 1 3 12 0 3
"7348" 1 3 2 0 1
"7349" 1 3 2 0 1
"7350" 1 3 21 0 1
"7352" 1 1 24 0 3
"7353" 1 1 6 0 2
"7354" 1 2 13 1 3
"7355" 1 3 27 1 1
"7356" 1 3 9 1 2
"7357" 1 1 19 0 3
"7358" 1 3 2 1 3
"7359" 1 2 19 0 3
"7360" 1 1 23 0 3
"7362" 1 2 27 1 3
"7365" 1 3 13 0 2
"7367" 1 1 18 1 1
"7368" 1 2 10 0 3
"7369" 1 1 26 1 1
"7370" 1 1 26 1 3
"7371" 1 2 21 1 2
"7372" 1 1 24 1 2
"7374" 1 2 25 1 1
"7376" 1 1 21 1 2
"7377" 1 1 21 0 1
"7379" 1 3 24 0 1
"7382" 1 3 10 1 1
"7386" 1 3 8 1 3
"7387" 1 3 15 0 1
"7388" 1 3 12 1 1
"7389" 1 1 27 0 2
"7390" 1 1 12 1 3
"7391" 1 2 29 0 1
"7392" 1 3 27 1 1
"7394" 1 1 9 0 2
"7396" 1 3 18 0 3
"7397" 1 3 26 1 3
"7398" 1 1 17 0 1
"7399" 1 3 14 1 2
"7400" 1 2 18 1 2
"7401" 1 1 17 0 1
"7403" 1 1 19 1 2
"7404" 1 2 10 0 3
"7405" 1 3 18 1 3
"7406" 1 1 24 1 1
"7407" 1 3 11 0 1
"7408" 1 2 20 1 3
"7409" 1 3 18 0 3
"7411" 1 2 2 0 2
"7412" 1 2 20 0 3
"7413" 1 1 23 0 3
"7414" 1 2 27 0 3
"7415" 1 3 11 1 3
"7416" 1 1 16 1 2
"7417" 1 1 17 0 2
"7418" 1 3 21 0 3
"7419" 1 2 26 1 1
"7420" 1 2 11 0 3
"7421" 1 2 5 1 1
"7422" 1 1 24 1 1
"7424" 1 3 22 1 3
"7425" 1 1 10 0 2
"7426" 1 1 7 0 2
"7427" 1 1 23 0 3
"7428" 1 1 6 1 1
"7429" 1 3 27 0 2
"7430" 1 2 6 0 3
"7431" 1 2 23 1 2
"7432" 1 1 26 1 1
"7433" 1 2 13 0 1
"7434" 1 3 10 1 1
"7436" 1 3 16 0 2
"7437" 1 3 14 1 3
"7438" 1 1 6 0 3
"7439" 1 3 15 0 1
"7440" 1 1 4 0 1
"7441" 1 2 10 1 2
"7442" 1 2 14 1 2
"7443" 1 2 11 1 1
"7444" 1 3 17 1 3
"7445" 1 2 25 0 1
"7446" 1 1 19 1 2
"7447" 1 3 20 1 1
"7448" 1 2 30 1 1
"7449" 1 1 21 1 1
"7450" 1 1 21 0 1
"7451" 1 1 20 0 2
"7452" 1 1 11 0 1
"7453" 1 1 27 1 1
"7454" 1 3 9 0 1
"7455" 1 2 9 0 3
"7456" 1 1 10 0 1
"7457" 1 3 25 1 3
"7458" 1 2 11 1 1
"7459" 1 1 26 1 3
"7460" 1 2 5 0 2
"7461" 1 1 13 0 3
"7465" 1 2 18 1 3
"7466" 1 1 5 1 3
"7468" 1 1 24 0 2
"7470" 1 2 19 0 2
"7471" 1 3 24 1 2
"7473" 1 3 13 0 3
"7474" 1 3 10 1 1
"7475" 1 3 27 1 2
"7476" 1 3 6 1 2
"7477" 1 3 14 0 1
"7478" 1 3 23 1 3
"7479" 1 3 10 0 1
"7480" 1 3 20 0 2
"7481" 1 3 19 1 1
"7482" 1 2 12 0 2
"7483" 1 1 24 1 2
"7484" 1 3 21 1 3
"7485" 1 3 8 1 1
"7486" 1 3 8 1 2
"7487" 1 1 27 1 1
"7490" 1 3 21 0 2
"7491" 1 1 3 0 3
"7492" 1 2 28 1 1
"7493" 1 2 3 0 3
"7496" 1 1 24 1 3
"7498" 1 1 6 1 3
"7499" 1 1 6 0 3
"7501" 1 2 15 0 2
"7503" 1 2 11 1 2
"7504" 1 3 9 1 2
"7505" 1 2 2 0 1
"7506" 1 1 29 1 3
"7507" 1 3 4 1 1
"7508" 1 3 20 1 2
"7509" 1 3 8 1 3
"7511" 1 3 17 1 3
"7512" 1 1 10 1 2
"7513" 1 1 25 1 1
"7517" 1 2 21 0 2
"7518" 1 3 17 0 3
"7519" 1 2 25 0 3
"7521" 1 2 17 1 3
"7523" 1 3 17 1 1
"7524" 1 1 6 0 3
"7525" 1 3 24 0 3
"7527" 1 3 14 1 2
"7531" 1 3 12 0 3
"7532" 1 1 20 1 3
"7534" 1 3 11 1 2
"7535" 1 1 8 0 2
"7537" 1 2 26 0 3
"7538" 1 3 18 0 1
"7539" 1 1 18 1 2
"7541" 1 2 21 0 3
"7542" 1 1 11 1 2
"7544" 1 1 11 1 1
"7546" 1 2 26 0 2
"7547" 1 3 6 1 2
"7548" 1 3 14 0 3
"7549" 1 2 6 0 2
"7550" 1 2 9 1 2
"7551" 1 3 6 1 3
"7552" 1 1 14 0 1
"7554" 1 2 25 1 3
"7555" 1 1 23 1 1
"7556" 1 3 23 1 2
"7557" 1 1 19 1 3
"7558" 1 2 13 1 1
"7559" 1 2 24 1 2
"7562" 1 2 10 1 2
"7564" 1 2 27 0 3
"7565" 1 3 19 1 1
"7566" 1 2 2 0 3
"7570" 1 3 8 1 2
"7572" 1 1 3 0 2
"7573" 1 2 25 0 3
"7574" 1 1 7 0 2
"7575" 1 2 25 1 2
"7578" 1 1 26 0 3
"7579" 1 1 13 0 2
"7581" 1 3 7 0 1
"7582" 1 1 3 1 1
"7583" 1 1 7 0 2
"7584" 1 2 22 0 1
"7585" 1 3 5 0 1
"7586" 1 1 2 0 3
"7591" 1 1 10 0 3
"7593" 1 3 8 0 1
"7594" 1 2 3 1 2
"7595" 1 2 6 0 2
"7596" 1 3 6 1 1
"7599" 1 1 25 0 1
"7600" 1 3 20 0 1
"7601" 1 3 20 1 2
"7603" 1 1 28 0 1
"7604" 1 1 7 0 1
"7606" 1 3 26 1 2
"7607" 1 3 28 1 3
"7608" 1 1 22 0 2
"7610" 1 1 28 1 2
"7612" 1 1 21 1 2
"7613" 1 1 23 0 3
"7614" 1 2 7 1 1
"7615" 1 2 18 1 1
"7616" 1 1 20 1 2
"7617" 1 2 26 1 1
"7618" 1 3 6 0 3
"7620" 1 2 21 1 1
"7621" 1 2 24 0 3
"7623" 1 3 29 1 1
"7624" 1 1 11 1 3
"7625" 1 1 16 0 1
"7626" 1 2 3 0 3
"7627" 1 3 11 0 1
"7628" 1 2 11 1 3
"7632" 1 2 7 0 1
"7634" 1 3 9 1 1
"7636" 1 1 19 1 3
"7639" 1 2 18 1 3
"7640" 1 1 11 1 3
"7641" 1 3 17 1 3
"7643" 1 1 17 1 2
"7644" 1 3 28 0 1
"7645" 1 2 6 1 1
"7646" 1 2 5 1 3
"7647" 1 1 8 0 1
"7648" 1 3 26 1 2
"7649" 1 3 20 0 2
"7650" 1 1 15 0 2
"7652" 1 2 23 1 2
"7657" 1 3 13 1 1
"7658" 1 1 7 0 3
"7659" 1 2 21 1 1
"7661" 1 3 6 0 1
"7662" 1 1 28 1 1
"7663" 1 3 14 1 1
"7664" 1 1 4 1 2
"7665" 1 2 17 0 2
"7666" 1 3 22 0 3
"7669" 1 2 9 0 2
"7670" 1 1 26 1 1
"7671" 1 3 26 1 2
"7672" 1 3 27 0 1
"7673" 1 3 15 0 2
"7674" 1 3 29 1 3
"7675" 1 1 6 1 1
"7676" 1 3 15 0 2
"7678" 1 1 22 0 3
"7679" 1 2 9 0 2
"7680" 1 2 25 1 1
"7682" 1 3 27 1 3
"7684" 1 2 12 0 2
"7686" 1 1 2 0 2
"7687" 1 2 6 1 2
"7689" 1 2 26 0 2
"7690" 1 2 28 1 2
"7692" 1 1 20 1 2
"7693" 1 1 7 0 1
"7694" 1 1 22 0 1
"7695" 1 2 4 0 2
"7696" 1 1 2 0 3
"7698" 1 1 20 0 3
"7699" 1 1 3 1 2
"7702" 1 2 26 1 3
"7703" 1 1 26 1 3
"7704" 1 3 15 0 3
"7705" 1 2 30 0 3
"7706" 1 3 24 0 1
"7707" 1 2 10 1 1
"7708" 1 3 27 1 1
"7710" 1 2 26 0 1
"7713" 1 1 7 1 2
"7714" 1 1 13 0 3
"7715" 1 3 10 1 2
"7716" 1 3 2 0 1
"7717" 1 2 2 0 2
"7720" 1 3 26 0 1
"7721" 1 3 27 1 1
"7722" 1 2 26 1 1
"7723" 1 3 5 1 1
"7724" 1 1 29 0 3
"7725" 1 3 2 0 1
"7726" 1 2 26 0 2
"7728" 1 1 21 0 3
"7729" 1 1 13 1 2
"7730" 1 1 27 1 2
"7731" 1 1 27 1 3
"7732" 1 3 4 0 2
"7733" 1 3 30 0 2
"7734" 1 2 8 1 1
"7737" 1 2 3 0 3
"7739" 1 1 4 0 1
"7740" 1 3 9 1 1
"7742" 1 2 18 0 1
"7743" 1 1 9 1 1
"7744" 1 2 18 1 2
"7746" 1 2 23 0 3
"7748" 1 3 2 0 3
"7749" 1 1 25 1 3
"7750" 1 1 10 0 3
"7751" 1 3 2 0 1
"7753" 1 1 26 0 3
"7754" 1 1 25 0 1
"7755" 1 2 28 1 1
"7757" 1 3 20 1 1
"7758" 1 3 28 1 2
"7759" 1 1 22 0 3
"7760" 1 1 9 0 1
"7762" 1 1 11 1 3
"7764" 1 3 11 1 2
"7765" 1 2 7 1 1
"7766" 1 3 25 1 1
"7771" 1 3 10 1 3
"7772" 1 3 13 0 3
"7773" 1 2 22 1 2
"7774" 1 1 15 0 1
"7776" 1 3 15 1 2
"7777" 1 1 10 1 3
"7779" 1 2 15 0 3
"7780" 1 1 23 1 1
"7782" 1 3 10 1 3
"7785" 1 2 2 1 2
"7786" 1 3 3 1 2
"7790" 1 2 22 0 1
"7791" 1 1 19 1 1
"7793" 1 1 17 0 3
"7794" 1 3 16 0 1
"7795" 1 2 11 0 3
"7796" 1 2 15 1 3
"7797" 1 1 17 0 2
"7798" 1 1 8 1 3
"7800" 1 3 27 1 1
"7801" 1 3 10 0 3
"7803" 1 3 4 0 3
"7804" 1 3 7 1 2
"7807" 1 3 3 0 1
"7808" 1 2 18 0 1
"7809" 1 3 4 0 2
"7812" 1 3 17 1 2
"7813" 1 3 10 0 1
"7814" 1 3 27 1 1
"7816" 1 1 15 0 3
"7817" 1 3 18 1 1
"7820" 1 3 6 0 2
"7821" 1 2 28 1 2
"7822" 1 1 25 1 1
"7823" 1 3 22 0 3
"7824" 1 3 18 1 2
"7825" 1 3 5 1 1
"7826" 1 1 24 0 1
"7827" 1 1 11 0 2
"7828" 1 2 27 1 1
"7830" 1 2 4 0 3
"7831" 1 1 17 1 3
"7833" 1 2 18 1 1
"7834" 1 3 11 0 3
"7835" 1 1 13 0 3
"7836" 1 2 27 1 3
"7837" 1 1 22 0 2
"7838" 1 3 17 0 1
"7839" 1 3 23 0 1
"7841" 1 2 18 1 2
"7842" 1 1 18 0 2
"7844" 1 3 2 0 3
"7845" 1 3 22 0 2
"7848" 1 2 27 0 2
"7850" 1 1 17 0 3
"7851" 1 3 28 0 1
"7853" 1 1 3 1 3
"7854" 1 3 14 0 2
"7856" 1 3 12 0 1
"7857" 1 3 24 0 2
"7859" 1 3 17 0 2
"7860" 1 2 5 0 1
"7861" 1 2 13 1 1
"7862" 1 1 20 0 1
"7863" 1 3 18 0 3
"7864" 1 3 28 0 2
"7865" 1 1 24 0 2
"7866" 1 1 9 0 3
"7867" 1 2 29 0 3
"7868" 1 2 4 0 2
"7869" 1 2 25 1 3
"7871" 1 3 11 0 1
"7872" 1 1 7 0 1
"7873" 1 2 8 1 2
"7874" 1 2 12 1 1
"7875" 1 2 23 1 3
"7876" 1 1 17 1 1
"7877" 1 2 10 0 1
"7878" 1 2 15 0 3
"7879" 1 3 18 1 1
"7880" 1 3 13 1 1
"7881" 1 2 26 0 2
"7882" 1 1 27 1 3
"7884" 1 2 24 1 2
"7885" 1 1 20 1 1
"7886" 1 2 11 1 3
"7887" 1 1 3 0 3
"7889" 1 1 9 0 2
"7891" 1 1 15 1 2
"7892" 1 3 7 0 3
"7893" 1 2 27 0 3
"7894" 1 3 24 0 2
"7897" 1 1 24 1 2
"7900" 1 1 27 0 3
"7901" 1 3 6 0 2
"7902" 1 2 18 0 1
"7903" 1 1 15 0 1
"7904" 1 3 25 1 3
"7905" 1 3 20 1 3
"7906" 1 3 7 0 1
"7907" 1 3 27 0 1
"7909" 1 3 22 0 3
"7910" 1 2 19 1 1
"7912" 1 2 19 1 3
"7913" 1 3 7 0 1
"7914" 1 1 5 1 2
"7915" 1 1 13 0 1
"7916" 1 2 22 0 1
"7917" 1 2 24 0 3
"7918" 1 3 22 0 1
"7919" 1 3 7 0 2
"7920" 1 2 26 0 2
"7922" 1 1 27 0 3
"7923" 1 1 6 1 1
"7924" 1 1 2 1 1
"7925" 1 3 27 1 1
"7926" 1 1 27 1 3
"7927" 1 2 29 0 1
"7928" 1 3 8 1 2
"7929" 1 2 21 0 2
"7931" 1 3 30 1 2
"7932" 1 1 13 0 3
"7933" 1 1 17 0 1
"7934" 1 2 3 0 3
"7935" 1 1 2 1 1
"7936" 1 3 9 0 1
"7937" 1 3 13 0 1
"7939" 1 3 16 0 2
"7940" 1 3 24 0 1
"7941" 1 3 2 1 3
"7942" 1 3 9 1 1
"7943" 1 2 24 0 3
"7944" 1 2 22 1 3
"7945" 1 1 13 0 1
"7946" 1 1 6 1 2
"7947" 1 3 13 0 3
"7949" 1 1 20 0 2
"7950" 1 2 22 1 2
"7952" 1 3 24 1 1
"7955" 1 3 18 1 3
"7956" 1 3 19 1 3
"7958" 1 3 20 0 3
"7959" 1 3 7 0 2
"7960" 1 2 19 0 2
"7961" 1 2 9 0 2
"7964" 1 2 25 0 1
"7965" 1 2 21 0 3
"7966" 1 3 6 0 3
"7967" 1 3 26 0 2
"7969" 1 1 24 0 3
"7970" 1 2 17 1 1
"7971" 1 2 24 0 3
"7972" 1 3 25 1 2
"7973" 1 3 25 1 2
"7974" 1 3 10 0 2
"7975" 1 3 6 0 1
"7976" 1 1 11 1 2
"7977" 1 3 26 1 1
"7978" 1 2 18 1 1
"7979" 1 1 8 1 3
"7982" 1 3 9 1 1
"7983" 1 1 22 0 2
"7984" 1 3 20 0 2
"7985" 1 1 10 1 2
"7986" 1 1 3 0 1
"7987" 1 3 17 0 2
"7988" 1 3 16 0 1
"7989" 1 2 30 1 1
"7991" 1 1 9 0 3
"7992" 1 2 22 0 2
"7993" 1 2 8 1 1
"7995" 1 2 9 1 3
"7996" 1 1 25 1 1
"7998" 1 1 25 1 2
"7999" 1 1 25 0 1
"8000" 1 1 26 0 1
"8001" 1 2 18 1 1
"8002" 1 1 17 0 1
"8004" 1 3 10 0 1
"8006" 1 2 10 1 1
"8009" 1 3 26 1 1
"8010" 1 3 17 0 1
"8011" 1 3 7 0 3
"8012" 1 1 9 0 3
"8013" 1 1 18 0 1
"8014" 1 1 18 0 1
"8015" 1 1 9 0 3
"8016" 1 3 24 0 2
"8017" 1 1 10 1 1
"8018" 1 1 12 1 3
"8020" 1 2 5 0 1
"8021" 1 2 24 0 3
"8023" 1 1 15 1 3
"8025" 1 1 3 1 3
"8026" 1 2 20 1 3
"8028" 1 2 15 0 2
"8029" 1 2 15 0 1
"8030" 1 3 2 0 3
"8031" 1 1 23 0 3
"8033" 1 2 6 0 1
"8034" 1 3 5 0 3
"8036" 1 1 10 0 2
"8038" 1 1 3 0 1
"8039" 1 2 14 1 3
"8040" 1 3 12 0 2
"8041" 1 1 10 1 2
"8042" 1 1 18 1 1
"8043" 1 2 26 0 2
"8044" 1 1 14 0 3
"8049" 1 3 15 0 2
"8050" 1 1 12 0 2
"8051" 1 1 23 0 3
"8052" 1 1 17 0 2
"8053" 1 3 15 0 1
"8057" 1 3 29 0 3
"8058" 1 2 24 0 2
"8059" 1 2 17 0 3
"8060" 1 3 17 1 1
"8061" 1 1 27 0 2
"8063" 1 2 21 0 2
"8064" 1 3 20 1 2
"8065" 1 2 25 1 1
"8066" 1 1 20 0 3
"8067" 1 1 11 1 2
"8068" 1 1 28 1 1
"8071" 1 2 19 0 1
"8073" 1 3 5 1 1
"8074" 1 3 15 0 1
"8075" 1 3 26 1 3
"8076" 1 2 17 0 2
"8079" 1 1 3 1 3
"8081" 1 2 13 0 2
"8082" 1 1 20 0 3
"8083" 1 2 19 0 1
"8084" 1 3 14 0 2
"8086" 1 2 16 1 3
"8088" 1 1 6 0 1
"8089" 1 2 9 0 1
"8090" 1 2 23 0 2
"8091" 1 1 3 1 3
"8093" 1 2 19 0 1
"8094" 1 3 11 0 3
"8096" 1 3 22 0 1
"8097" 1 3 13 0 1
"8098" 1 3 17 1 2
"8099" 1 3 17 0 3
"8100" 1 3 18 0 2
"8101" 1 2 27 0 1
"8102" 1 1 16 0 2
"8104" 1 1 13 1 1
"8105" 1 1 19 1 2
"8106" 1 3 20 1 2
"8108" 1 1 23 0 1
"8110" 1 3 6 0 2
"8112" 1 2 7 0 1
"8113" 1 1 12 0 1
"8114" 1 2 17 1 3
"8115" 1 1 11 0 3
"8116" 1 1 18 1 2
"8120" 1 1 12 0 1
"8121" 1 1 25 1 2
"8122" 1 1 13 0 1
"8127" 1 2 19 0 2
"8128" 1 3 25 0 2
"8129" 1 1 19 1 2
"8131" 1 2 11 1 2
"8132" 1 1 18 1 1
"8134" 1 3 6 0 3
"8135" 1 1 10 0 3
"8137" 1 2 27 1 1
"8139" 1 1 13 0 3
"8140" 1 3 19 1 2
"8141" 1 2 6 1 3
"8142" 1 3 17 1 1
"8143" 1 3 20 0 1
"8144" 1 3 13 1 2
"8145" 1 1 5 1 3
"8146" 1 1 24 0 2
"8149" 1 3 17 1 2
"8151" 1 1 13 1 2
"8153" 1 2 30 1 2
"8154" 1 1 21 1 3
"8157" 1 3 27 0 2
"8158" 1 3 27 1 2
"8159" 1 3 28 0 2
"8160" 1 3 4 1 1
"8161" 1 3 24 1 2
"8162" 1 3 11 1 3
"8163" 1 3 30 0 2
"8164" 1 2 20 0 1
"8168" 1 2 2 1 1
"8169" 1 2 24 1 1
"8170" 1 3 22 0 3
"8171" 1 2 24 0 3
"8172" 1 3 20 1 1
"8173" 1 1 24 0 3
"8175" 1 2 13 0 3
"8176" 1 2 11 0 1
"8178" 1 1 17 1 2
"8180" 1 3 11 1 3
"8181" 1 2 18 1 1
"8185" 1 2 18 1 3
"8186" 1 2 18 1 2
"8187" 1 3 15 1 2
"8188" 1 1 18 1 1
"8189" 1 3 25 0 2
"8191" 1 2 8 0 1
"8192" 1 3 2 1 1
"8193" 1 3 11 0 3
"8194" 1 2 11 1 3
"8195" 1 1 25 0 3
"8196" 1 3 17 1 1
"8198" 1 1 27 1 2
"8199" 1 3 18 0 1
"8200" 1 3 18 0 1
"8201" 1 2 23 1 1
"8202" 1 1 10 0 3
"8203" 1 3 9 0 2
"8205" 1 3 14 1 2
"8212" 1 2 13 1 3
"8213" 1 1 12 0 2
"8215" 1 1 11 1 3
"8216" 1 1 17 0 2
"8217" 1 3 18 1 1
"8218" 1 2 18 1 1
"8219" 1 3 18 0 3
"8220" 1 3 18 0 3
"8221" 1 1 17 0 3
"8222" 1 1 12 1 1
"8223" 1 2 10 0 2
"8224" 1 2 12 1 2
"8225" 1 1 5 1 3
"8226" 1 1 7 0 1
"8227" 1 2 18 0 1
"8228" 1 3 17 1 1
"8229" 1 2 11 0 3
"8230" 1 1 14 0 2
"8231" 1 2 14 0 2
"8232" 1 2 4 0 3
"8233" 1 2 16 0 3
"8234" 1 3 7 1 3
"8236" 1 3 11 0 3
"8237" 1 1 18 0 3
